name,cuisine,DietaryRestrictions,latitude,longitude,phone,rating
Alfa Family Restaurant,        ,   ,12.94236,77.5942,+91 80 2657 8240,3
Ambur Biryani,        ,   ,12.94092,77.62062,+91 98458 90454,3
Golmaal Paratha,        ,   ,12.93399,77.61646,+91 80 4208 5757,3
Manjunatha Ice Land,        ,   ,12.99898,77.57835,+91 96320 50129,3
Fast Food & Samosa Center,Indian        ,   ,12.9262,77.67168,+91 72041 34287,2
Bengal Biriyani,        ,   ,13.03274,77.56643,+91 97423 55052,3
Kolkatha Speaicl Chat,        ,   ,12.94364,77.57017,+91 98442 03386,3
Mubarak Hotel Restaurant,        ,   ,13.03418,77.61487,+91 99724 52264,3
Mast Kalandar,        ,   ,12.93579,77.60798,+91 80 4173 7878,3
The Paramount Restaurant,        ,   ,12.89001,77.59992,+91 99001 71717,3
Cool Burger,        ,   ,12.92732,77.61568,+91 97397 87116,3
Nisarga Restaurant,        ,   ,13.00455,77.7083,,3
Baskin-Robbins,        ,   ,12.99298,77.66053,+91 90358 77656,3
Just Bake,        ,   ,12.89017,77.59967,+91 95380 58743,3
Shiv Shakthi,        ,   ,12.92206,77.64492,+91 90084 27624,3
Sri Annapoorna Sweets,        ,   ,13.02472,77.55996,+91 94491 52160,3
Sri Raghavendra Upahara,        ,   ,12.92091,77.66485,+91 93437 39856,3
New Ambur Dum Biryani,        ,   ,12.92091,77.66485,+91 99946 83098,3
Singh Sweets & Restaurant,        ,   ,13.00156,77.53047,+91 97390 93847,3
City Top Bakery,        ,   ,12.91675,77.51651,+91 96322 32575,3
Bourbon Bliss Sports Bar,        ,   ,12.92091,77.66485,+91 80500 03030,3
Sri Krishna Iyengar's Bakery & Sweets,        ,   ,12.97643,77.62248,+91 88926 41215,3
Ambur Biryani Point,        ,   ,12.92387,77.64001,+91 88808 77767,3
Food Court,        ,   ,12.996931,77.69642,+91 97461 52417,
South Calcutta Sweets & Chat,        ,   ,12.98764,77.6087,+91 80 4162 2069,3
Sri Mookambika Condiments,        ,   ,12.93776,77.56767,+91 99003 04455,3
Sameepa Iyengar's Bakery,        ,   ,12.93692,77.56842,+91 99451 43264,3
Calcutta Chats & Paratha Centre,        ,   ,12.9087,77.6043,+91 90369 48361,3
Hotel New Guide,        ,   ,12.96174,77.57776,+91 97310 19159,3
Sri Rama Fast Food,        ,   ,13.01476,77.48775,+91 80 2836 1660,3
Shawn Bake House,        ,   ,12.95778,77.65552,+91 80664 96733,3
Rolls Corner,        ,   ,13.1255,77.62546,+91 97520 97322,3
L.J. Iyengar Bakery,        ,   ,12.98394,77.53269,+91 80 2320 1778,3
Nandini Corner Cafe,        ,   ,12.99251,77.50242,+91 99002 65023,3
Slv Swagath,        ,   ,12.928445,77.58972,+91 94482 00410,3
Pipe 11,        ,   ,12.9885,77.55937,+91 73533 00093,3
Marmaris,        ,   ,12.84739,77.66217,+91 89041 59077,3
Paris Panini - Gourmet Sandwiches & Wraps,French Cafe Fast Food European Street Food    ,   ,12.934468,77.61469,+91 77604 52288,
S.L.V Upahara,        ,   ,12.93253,77.58598,+91 99727 63687,3
Goli Vada Pav No. 1,Fast Food        ,   ,12.92206,77.64492,+91 80 4218 8960,2
Kabab Korner,        ,   ,13.066,77.50344,25520961,3
Liquid Pearl Lounge Bar,Chinese        ,   ,12.92202,77.64495,+91 99000 13407,2.5
Arcade Biryani,        ,   ,12.87258,77.65124,+91 77606 02383,3
EggZotic,Chinese Indian       ,   ,12.961079,77.63552,+91 99011 71177,1
Anand Bavan,        ,   ,12.93723,77.54469,+91 99025 53066,4
Sweet Charit,        ,   ,13.08064,77.56041,+91 96202 82269,3
Baskin-Robbins,        ,   ,12.98392,77.72893,+91 90351 49536,3
Mahalakshmi Sweets and Juice,Asian        ,   ,13.03796,77.56523,+91 97401 88676,2
Taco Bell,Mexican        ,   ,12.85873,77.58544,+91 80 4965 3153,2.5
S R Bakery & Condiments,        ,   ,13.03266,77.65818,+91 99863 96721,3
Pizza Treat,        ,   ,13.02787,77.66466,+91 80 3256 7770,3
Sweet Chariot,        ,   ,12.978,77.63958,+91 80 2591 8869,3
Wang's Kitchen,Chinese        ,   ,12.91518,77.65174,+91 80 3925 3925,2.5
Mac Fast Food Sterling,Chinese American       ,   ,12.95929,77.65512,+91 80 2527 3292,1
Delicacy,Chinese Thai       ,   ,13.00811,77.64655,+91 80 4151 9995,2.5
Just Bake,        ,   ,13.00077,77.56308,+91 99451 84979,2.5
Cafe Ni-O-Ven,Indian Fast Food Greek Grill Healthy    ,   ,12.916245,77.61272,+91 72592 22221,
Sri Vishnu Sagar,        ,   ,12.92669,77.63353,+91 98801 22603,3
Spice Key Restaurant,Italian Chinese Indian British     ,   ,13.163791,77.63152,+91 70267 70261,
Emerald Juice Centre,        ,   ,13.02387,77.59848,,4
Cane Recipes,        ,   ,12.8438,77.60792,+91 87223 50811,3
Alwin Icecream,        ,   ,12.9377,77.55771,+91 97422 22215,4
Daily Bread,        ,   ,12.92208,77.58379,+91 80 6452 4223,4
Domino's Pizza,Pizza        ,   ,12.93253,77.58598,+91 80 4121 1500,2.5
The Cake House,        ,   ,12.97128,77.62765,+91 80 2530 9715,4
New Taj BC,        ,   ,12.98559,77.6059,,4
HKGN,        ,   ,12.90636,77.56326,+91 81475 34996,3
L J Iyengar Bakery,        ,   ,12.92206,77.64492,+91 99002 97795,3
Papa John,Pizza        ,   ,12.93919,77.61933,+91 88922 20707,1.5
Slv Iyengar's Bakery,        ,   ,12.92928,77.55228,+91 80 4173 7912,4
Honey Sweets,        ,   ,12.95903,77.59352,+91 96863 12650,3.5
Hotel Megha Darshini Restaurant,        ,   ,12.99013,77.55654,+91 81053 24712,4
Pizza Hut,Pizza        ,   ,12.86232,77.6501,+91 80 4248 2222,2.5
Ramdev Bhojanalaya,        ,   ,12.84498,77.66555,+91 74112 47981,4
Juice Gallery,        ,   ,12.93603,77.61568,+91 98455 24336,4
Jai Bhavani Dhaba,        ,   ,,,+91 95910 29951,4
Parata Junction,        ,   ,12.88496,77.6023,+91 80 4152 3399,4
Saravana Bhavan,        ,   ,12.93435,77.62362,+91 99164 30089,3
Sri Raghavendra Bakery,        ,   ,13.02703,77.59637,+91 80 2597 2390,4
National Fried Chicken,Chinese        ,   ,13.02865,77.60725,+91 87478 97666,4
Sangeet,        ,   ,12.99061,77.57289,+91 80 2346 1437,4
Ammi's Biryani,        ,   ,12.91621,77.60011,+91 80 3945 7777,2.5
Anda Ka Funda,        ,   ,12.92853,77.60932,+91 96866 26302,3.5
Shoba Sweet Stall,        ,   ,12.98772,77.54971,+91 99456 35242,4
Sri Vinayaka Fruit Juices Center,        ,   ,12.91057,77.58138,+91 99864 24260,4
Pingara Grand Family Restaurant,Chinese Indian Cafe      ,Vegetarian Friendly   ,13.06813,77.59248,+91 97413 03456,3
Qwikys Coffee,        ,   ,12.93312,77.61476,+91 80 4172 1559,4
Cafe Grill,Chinese        ,   ,12.98558,77.54282,+91 80 4096 0522,3
Khaja Hotel Restaurant,        ,   ,12.90086,77.63581,+91 95357 52491,4
Ritz,        ,   ,12.82526,77.68355,+91 80 4224 7050,2.5
S L J Iyengar Bakery,        ,   ,13.02228,77.55904,+91 98804 70534,3
The Cupcake Company,        ,   ,12.96856,77.60277,+91 81974 47699,5
Ande Ka Funda,Fast Food        ,   ,12.94039,77.62677,+91 80 6050 5100,4
Sri Raghavendra Veg,Chinese        ,   ,12.92313,77.57801,+91 99452 23262,3
Hotel Dinesh Restaurant,Fast Food        ,   ,12.97798,77.63186,+91 98459 16937,
Momoz,Chinese        ,   ,12.91648,77.61031,+91 80 4965 2568,3
"TECHila Mexican Pub, Indian Twist",Mexican Chinese Indian      ,   ,13.023858,77.6846,+91 98443 05005,
7-Star Ambur Dum Biriyani,        ,   ,12.99007,77.6109,+91 98867 89201,3.5
Mast Kalandar,        ,   ,12.93513,77.61405,+91 80 4121 4646,2.5
Sree Sagar,        ,   ,12.969,77.60974,+91 88924 70200,4
R. V. S. Madurai Mallige Idly Shop,        ,   ,12.96737,77.66554,+91 80 4091 0223,4
Ibaco,        ,   ,12.99635,77.6125,+91 89515 15309,4
Shivaji Fast Food,        ,   ,12.99217,77.59421,+91 99727 52725,4
P.B. Bakery,        ,   ,12.90183,77.60122,+91 90666 49376,4
Five Star Chikken,        ,   ,13.0587,77.56535,+91 96201 21219,3.5
Gateway Hyderabad,        ,   ,12.94264,77.59983,+91 80 4210 2287,4
Maa Paradise,        ,   ,12.91094,77.68405,+91 96633 73303,4
Cake Palace,        ,   ,12.9833,77.5833,+91 99727 43102,4
Omega Food Court,        ,   ,12.93629,77.61678,+91 80 2553 0369,4
King Ambur Hot Dum Biryani,        ,   ,12.92206,77.64492,+91 89716 18196,4
Raghavendra Fast Food,        ,   ,12.89001,77.59992,+91 98457 55927,4
JusBiryani,        ,   ,12.99694,77.61775,,4
Sada Bahar Ambur Biriyani,        ,   ,12.9644,77.57799,+91 99007 25556,4
Hotel Durga Prasad Restaurant,        ,   ,12.95758,77.51228,,4
Ruchita Ice Fantasy,        ,   ,12.95412,77.70516,+91 98865 49889,4
Le Gateau,        ,   ,12.95917,77.65751,+91 99026 16687,4
Sriranga Military Hotel Restaurant,        ,   ,13.03113,77.5956,+91 99458 77743,4
Eat Well,Chinese        ,   ,12.91966,77.65054,+91 99020 55284,4
Sri Sai Vinayaka Veg Hotel,        ,   ,12.99671,77.57157,+91 98457 72627,4
Sherlock's Pub Whitefield,Indian International British Pub     ,   ,12.96849,77.57907,+91 97315 67291,2.5
Lakeview Milk Bar,        ,   ,12.99975,77.61605,+91 98441 85246,4
New Taj Family Restaurant,        ,   ,12.97803,77.62769,+91 72049 15797,3
By The Way,Italian Chinese Indian      ,   ,,,+91 88840 38825,4
Sri Mookambika Condiments,        ,   ,12.9337,77.56821,+91 94496 47044,4
Surya Family Restaurant,        ,   ,13.06449,77.60412,+91 97424 10233,4
Zaika Restaurant,        ,   ,12.93846,77.63104,25536260,3
Kanti Sweets,        ,   ,12.9753,77.57576,+91 80 4124 1764,3
Torvaa Cafe & Restaurant,Italian American Indian Pizza Fast Food Arabic   ,   ,12.897588,77.5857,+91 86188 62883,
The Kimchi Chef Restaurant,Chinese Thai       ,   ,12.9767,77.7562,+91 88924 94435,
Paris Panini - Gourmet Sandwiches & Wraps,French Cafe European Street Food     ,   ,12.967489,77.64144,+91 82969 15821,
The Cafe @ Zorros,Cafe        ,   ,12.686174,77.47432,+91 80951 48961,
Sweet Chariot,        ,   ,13.02625,77.64086,+91 80 4161 3071,3
Bangalore Brewing Bay,Brew Pub Bar Pub      ,   ,12.992806,77.66117,+91 90430 77001,
Viviani Italian Bistro,Italian Mexican American      ,   ,12.913644,77.60709,+91 99801 11213,
Copper Chimney - Hsr Layout (takeaway),Indian Barbecue       ,   ,12.909782,77.638,+91 91525 15753,
P3 Cafe & The Lassi Corner,Cafe Healthy Street Food      ,   ,12.919829,77.646935,,
Smoothie Cafe,        ,   ,12.97076,77.60684,+91 97394 80209,
Smoor Seawood,Chinese American European Asian British    ,   ,12.971599,77.59457,+91 74001 93167,
Royal Taj,Indian        ,   ,13.03558,77.35276,+91 96867 80376,
Gallops,        ,   ,12.98023,77.58046,+91 80 2226 3575,
Chili's American Grill & Bar,Mexican American       ,   ,12.971599,77.59457,+91 93190 97394,
Al-Baik Tandoori Restaurant,Chinese        ,   ,13.01032,77.6149,+91 99865 42994,5
Freshbae,Italian Mexican American Indian Thai    ,   ,12.97194,77.59369,+91 88844 42004,
Willys Top Cafe,Italian Mexican Japanese American Spanish    ,   ,12.916957,77.59341,+91 77958 08555,
Green Bean Coffee,Italian Indian Cafe Spanish     ,   ,12.879033,77.55382,+91 86189 66567,
Mg's Fine Dining & Bar,Seafood        ,   ,,,+91 80 2222 4777,4
Goila Butter Chicken - Aurangabad,Indian        ,   ,19.877415,75.359184,+91 85888 87718,
Burma Burma Restaurant & Tea Room,Asian Burmese       ,   ,12.972448,77.60686,+91 99202 40092,
The Lassi Corner,Cafe Healthy Street Food      ,   ,12.97159,77.59606,,
Rupa Bar and Restaurent,Caribbean        ,   ,13.03023,77.56215,,
Chandra Cafe,Chinese Barbecue       ,   ,,,+91 93417 27028,4
Gilly's Resto Bar Bannerghatta Road,Pub Gastropub       ,   ,12.903827,77.6013,+91 96069 34553,
Pepper's,Indian        ,   ,12.9784,77.57642,+91 80 4965 2494,
Spot 360,        ,   ,12.923697,77.654144,+91 80676 56565,5
Sea Rock,Chinese Seafood Asian Contemporary Diner Central Asian   ,   ,13.028257,77.65239,+91 88841 28881,
BEWICHED - Sandwich Specialists,Italian American International European     ,   ,12.909877,77.63524,9.16E+11,4
Harshi Super Sandwich,Fast Food        ,   ,,,+91 95357 36455,4.5
Flame Pub and Restaurant,Pub        ,   ,12.96665,77.60661,+91 80 4153 9856,
Delicious Bites,Chinese Indian Fast Food Street Food     ,   ,13.05724,77.59886,+91 96204 52521,
Delickit Authentic Tamil Restaurant In Bangalore,Indian        ,   ,12.925571,77.60788,+91 63797 17979,
Mayur,        ,   ,12.874515,77.635025,+91 80 2553 3336,
All Cafe,Chinese Barbecue Middle Eastern Afghan Arabic    ,   ,13.076747,77.639534,+91 77959 06321,
Smoor New Bel Road,Chinese Belgian European Asian     ,   ,13.027917,77.57327,+91 95350 59858,
Al Bek Kabab Corner,        ,   ,12.99418,77.56478,+91 98800 00096,1
Moplah's,Indian Cafe Seafood      ,   ,12.933593,77.62103,+91 88679 19837,
Gooma - Dawn To Dusk,        ,   ,13.03733,77.59071,,
Bangalore,Indian        ,   ,26.514673,80.23987,,
Al Kareem Family Restaurant,Indian Fast Food Barbecue Diner     ,   ,12.983654,77.60748,+91 96860 30978,
Sorse Express,Indian Asian Bangladeshi      ,   ,12.989574,77.68815,+91 70223 88616,
Koyla's,Barbecue        ,   ,12.96686,77.58743,+91 95387 61492,
The Spice Studio,Indian Healthy       ,   ,12.966288,77.714096,+91 99163 65286,
House Of Mandiness,Chinese Indian Barbecue Arabic     ,   ,12.842654,77.645905,+91 96325 80186,
Cafe Fella,Italian Mexican Chinese Indian Contemporary    ,   ,12.959886,77.593445,+91 63637 37360,
Molly's Rooftop Bar And Lounge,Indian Beer restaurants       ,   ,12.9892,77.6644,+91 81473 17483,
Essence Of Kolkata,Chinese Indian Asian Bangladeshi     ,   ,12.3374,76.089874,+91 74830 66460,
TechTonic,        ,   ,,,,
Polar Bear,        ,   ,12.91326,77.59251,+91 80 2361 3172,2
Oota Restaurant,        ,   ,13.05591,77.5477,41440770,4
Aioli Bbq & Grill,Italian Mediterranean Barbecue European     ,   ,12.989033,77.59357,+91 96636 11776,
Cheer Up Mocktail Cafe,American Indian Fast Food      ,   ,13.01194,77.69804,+91 70199 90661,
Mathrushree Nati Systle,        ,   ,12.943198,77.52196,,
Ashok Uphar Restaurant,        ,   ,12.97512,77.57629,+91 80 2287 9776,1
Thalssery,        ,   ,12.95871,77.57637,+91 96116 50844,1
Fireside: Flame Craft Dining,Barbecue Grill       ,   ,13.024576,77.639915,9.16E+11,
The Rocks Bar And Kitchen,Chinese Indian       ,   ,12.92192,77.50912,+91 94802 32849,
Joules Cafe,        ,   ,12.95362,77.58001,+91 94821 44913,
Kaippunnyam,Indian        ,   ,12.970771,77.60669,+91 94495 19449,
Shegan Bar & Kitchen,Chinese Indian Arabic      ,   ,13.060275,77.648705,+91 81500 83500,
Platano - A Multi Cuisine Restaurant,Chinese Indian Asian Middle Eastern Afghan    ,   ,13.036986,77.62714,,
The Falcons Cafe,Indian Cafe Seafood Street Food Soups    ,   ,12.971257,77.61418,+91 63667 49612,
Rajan's Cafe,        ,   ,12.96161,77.63523,+91 80 4141 8080,4
Shri Krishna Bhavan,Chinese Indian       ,   ,12.97216,77.6529,+91 98800 88751,4
Cafe Coffee Day,        ,   ,13.03611,77.56676,+91 93411 91082,2
Orchard Table,Cafe Barbecue Asian Healthy Medicinal foods    ,   ,13.060496,77.65659,+91 98458 69109,
Avon Pub,Mexican Chinese Indian      ,   ,12.916634,77.60891,+91 97407 13336,
Bamey's Nepalese Restro,        ,   ,13.029423,77.57106,+91 80 4212 5151,1
Hatsuhi,Japanese        ,   ,12.950653,77.63921,+91 88674 70404,
Trinity Home Kitchen,        ,   ,12.97264,77.61942,+91 93438 07709,2
Lore,Italian Chinese Japanese Indian Bar Pub   ,   ,12.980158,77.58692,+91 98845 79214,
Annamma's Kitchen,Fast Food        ,   ,12.99298,77.66053,,
Mugshot,        ,   ,12.9799,77.64643,+91 80 4965 3374,2.5
Flavours Dine In,        ,   ,13.024829,77.56249,19606021791,
Nathal&lobo's,Filipino Asian       ,   ,12.91787,77.58952,+91 91487 37161,
Aditya Hyderabad Biryani,        ,   ,13.10116,77.59868,+91 99161 00837,2
Hill View,Chinese        ,   ,,,+91 80 2335 8250,5
Yaarab Mutton Stall,        ,   ,12.88982,77.62572,+91 99800 78462,2
Kwality Wall's Swirl's,        ,   ,12.95623,77.69435,+91 80951 62211,2
Magic Soda,        ,   ,13.0149,77.63285,+91 81234 50777,2
Mughal Rasoi,        ,   ,12.95584,77.7155,+91 99723 11713,3.5
Radix Nutritive,Indian Healthy       ,   ,13.147698,77.5669,+91 77803 72006,
Keetos Restaurant,Asian        ,   ,,,+91 91481 52748,4
Shoba Bakery & Sweets,        ,   ,12.93064,77.6855,+91 81979 87860,
Sitar Cafe Pizzeria Restaurant,Italian Chinese American Indian Pizza British   ,   ,13.063026,77.5919,+91 99022 77780,
Amaravathi Bar & Restaurant,Chinese Seafood Soups      ,   ,,,+91 80 2663 9222,4
Nebula,        ,   ,12.9885,77.55937,+91 80 4153 7295,2.5
Cookieman India,        ,   ,12.991613,77.571045,+91 87220 71227,
Cold Stone Creamery India,        ,   ,12.907775,77.60136,+91 80679 22488,
Peace Restaurant,Chinese Asian Tibetan      ,   ,,,+91 80 2550 0278,3.5
Rahmania Hotel,        ,   ,12.969,77.60974,+91 99728 11614,2.5
Goli Vada Pav No. 1,Fast Food        ,   ,12.95687,77.53086,+91 98453 91371,1
Mast Kalandar,        ,   ,12.96082,77.64022,+91 80 4090 3831,2.5
Tree Tops Bar & Kitchen,Indian Brew Pub Bar Cafe Asian Pub   ,   ,12.967827,77.596306,+91 73789 99275,
Three Drops Bar & Kitchen,Mexican Chinese Indian Thai Arabic    ,   ,13.037075,77.62068,+91 95132 60045,
B1 Pub,Italian Mexican Chinese Indian Thai    ,   ,13.072165,77.55619,+91 99005 89583,
Amigoo Bistro Bar,Mexican Chinese       ,   ,12.970877,77.64094,+91 76764 41388,
Paratha Junction,        ,   ,12.91581,77.60156,+91 88841 82838,3
Anna Kuteera,        ,   ,,,+91 96200 09302,4
Hatch Bangalore,        ,   ,13.02408,77.54801,+91 98453 65024,
Shanghai Times,Chinese        ,   ,12.91827,77.63136,+91 80672 66130,2
Burger King,        ,   ,12.934281,77.61119,+91 90359 87776,
Biryani Bowl,        ,   ,12.9128,77.5923,+91 88842 52160,2.5
Rice & Rolls,Fast Food        ,   ,13.00837,77.69346,+91 80 4147 8669,1
Chai Point,        ,   ,12.90719,77.63475,+91 92431 50001,4
Cafe Kolam,Chinese Indian       ,   ,12.97194,77.59369,+91 90359 13949,
Sahana Hotel Restaurant,Japanese        ,   ,12.97917,77.54266,+91 80 2224 4699,
Sutraspice,Indian        ,   ,12.93174,77.62287,,
Mast Kalandar,        ,   ,12.98558,77.54282,+91 80 4229 2871,3
Simm Kitchen,Chinese Indian Cafe Diner Healthy    ,   ,12.922688,77.65149,+91 63629 52216,
Bakers Inn,        ,   ,12.90914,77.56418,+91 97398 90369,2
Fenny's Lounge & Kitchen,Mediterranean        ,   ,12.935429,77.613686,,
Au Bon Pain,        ,   ,13.00635,77.62105,+91 98866 97400,4
Ghar Ki Thali,        ,   ,12.9676,77.6629,+91 99804 93757,3
The Cafe Multi-cuisine Restaurant,Italian Chinese Indian Pizza Cafe    ,   ,12.819034,77.513725,+91 74066 98000,
Terrace Open Grill,        ,   ,,,+91 80 2263 2222,4
Pizza Hut,        ,   ,13.06373,77.58524,+91 80 3377 3300,3
Savi Sagar,        ,   ,13.03318,77.61368,+91 80 2290 5362,2
Atthamma Foods,        ,   ,12.9683,77.73522,+91 81234 61977,3
Biriyani Mane,        ,   ,12.92724,77.57708,+91 80 2244 4614,5
Sri Athithis Inn,        ,   ,13.02097,77.68172,+91 80 6547 2396,3
Chef Baker's,        ,   ,13.00879,77.52678,+91 80 3299 6757,4
Lj Iyengar Bakery & Sweets,        ,   ,12.93082,77.57694,+91 88804 10376,3
Calcutta Chats & Parotha Centre,        ,   ,12.95441,77.52285,+91 90369 48361,3
Salem Spices,Indian        ,   ,12.95758,77.51228,+91 80 4212 6480,4
Palki Grand Fine Dine,Indian        ,   ,12.92091,77.66485,+91 99000 05485,4
Litti on Wheels,        ,   ,12.96752,77.71595,+91 99809 74187,4
Kirtunga Restaurant & Take Away,        ,   ,13.06813,77.59248,+91 77954 95029,3
Trupti Restaurant,        ,   ,12.90395,77.64146,,4
JS Food Court,Indian Thai       ,   ,12.84498,77.66555,+91 80 6595 0008,3
Nandhana Palace,Indian        ,   ,13.03578,77.52635,,
Dharwad Mishra Pedha,        ,   ,12.99802,77.60908,+91 80 2557 3625,4
Gayatri Sweets,        ,   ,12.98422,77.67798,+91 96633 60707,3
Fiat Caffe,        ,   ,13.03695,77.57334,+91 90350 02264,2.5
Keerthi's Multicuisine Restaurant,        ,   ,12.92126,77.60549,+91 80 2678 0174,4
Domino's Pizza,Pizza        ,   ,12.92091,77.66485,+91 80 4150 4331,2
Kanti Sweets,        ,   ,12.96161,77.63523,+91 80 4090 6782,3
Ambur Biryani Zone,        ,   ,12.93588,77.62824,+91 72048 30055,3
Hoskote Ragi Ruchi,        ,   ,13.00084,77.78508,+91 80 2793 1113,3
Biryani Bowl,        ,   ,12.93064,77.6855,+91 96207 01100,3
Swagatham,        ,   ,13.04161,77.61271,+91 99862 22755,
Davangere Benne Hotel,        ,   ,12.90376,77.63114,,3
Cafe Azzure,        ,   ,13.19957,77.70946,+91 97416 22462,
Hyderabad Ruchi's,        ,   ,12.96259,77.71884,+91 96202 43338,2.5
Whitefield Social,        ,   ,12.997446,77.696434,+91 80 4051 5253,
Star Ambur Dum Birayan Adda,        ,   ,13.00137,77.55554,+91 87479 78759,4
Curries & Pickles,        ,   ,12.9885,77.55937,+91 97416 69336,4
Pizza Stop,        ,   ,12.91902,77.58952,+91 80 4664 0404,3
Madhu Bar & Restaurant,        ,   ,12.742167,77.487885,,
Annapurna Hotel Restaurant,Indian        ,   ,12.95291,77.65835,41488201,4.5
Gold Bean,        ,   ,12.91174,77.6301,+91 80 2572 9596,3
Angreji,Italian Cafe European      ,   ,12.93435,77.62362,,
Bake N Choice,        ,   ,12.9209,77.6474,+91 97445 11945,3
Crunch Pizza,        ,   ,12.94039,77.62677,+91 96206 90292,3
Biriyani Corner,        ,   ,12.93102,77.51775,+91 97408 48585,3
Flavour Of India,Indian        ,   ,12.98377,77.6923,+91 72044 42600,3
Pizza Stop,Pizza        ,   ,12.9752,77.53473,+91 98801 60086,4
Just Bake,        ,   ,13.03953,77.61908,+91 80 4128 4047,5
Karma Kitchen And Bar,Italian Indian Bar Contemporary Pub Dining bars   ,   ,13.056166,77.509995,+91 91089 83883,
